protein_id,pid,ESM2,alignment,domain,z_max,esm_category,refseq_keyword,description
NP_191330.1,NP_191330,False,False,False,1.273,NBS_LRR,True,NP_191330.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_191331.2,NP_191331,False,True,False,1.383,NBS_LRR,True,NP_191331.2 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_191332.2,NP_191332,False,True,False,1.165,NBS_LRR,True,NP_191332.2 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_191333.1,NP_191333,False,True,False,1.472,NBS_LRR,True,NP_191333.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_191335.1,NP_191335,False,False,False,1.432,NBS_LRR,True,NP_191335.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_191336.2,NP_191336,False,False,False,0.869,NBS_LRR,True,NP_191336.2 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_191345.1,NP_191345,False,False,False,0.099,defense_signaling,False,NP_191345.1 UV-B-insensitive 4-like protein [Arabidopsis thaliana]
NP_191355.1,NP_191355,False,False,False,0.808,defense_signaling,False,NP_191355.1 Emsy N Terminus (ENT) domain-containing protein [Arabidopsis thaliana]
NP_191356.1,NP_191356,False,False,False,0.668,defense_signaling,False,NP_191356.1 Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
NP_191359.1,NP_191359,False,False,False,0.334,defense_signaling,False,NP_191359.1 VQ motif-containing protein [Arabidopsis thaliana]
NP_191523.1,NP_191523,False,False,False,0.59,defense_signaling,False,NP_191523.1 glycine-rich protein [Arabidopsis thaliana]
NP_191525.2,NP_191525,False,False,False,0.323,cell_death_HR,False,NP_191525.2 C2 domain-containing protein / GRAM domain-containing protein [Arabidopsis thaliana]
NP_191532.1,NP_191532,False,True,False,1.57,RLK_defense,True,NP_191532.1 Concanavalin A-like lectin protein kinase family protein [Arabidopsis thaliana]
NP_191533.1,NP_191533,True,True,False,1.736,RLK_defense,True,NP_191533.1 Concanavalin A-like lectin protein kinase family protein [Arabidopsis thaliana]
NP_191534.1,NP_191534,True,True,False,1.71,RLK_defense,True,NP_191534.1 Concanavalin A-like lectin protein kinase family protein [Arabidopsis thaliana]
NP_191552.2,NP_191552,False,False,False,0.46,PR_proteins,True,NP_191552.2 defensin-like protein [Arabidopsis thaliana]
NP_191571.4,NP_191571,False,False,False,1.049,PR_proteins,False,NP_191571.4 beta glucosidase 27 [Arabidopsis thaliana]
NP_191573.1,NP_191573,False,False,False,1.149,PR_proteins,False,NP_191573.1 Glycosyl hydrolase superfamily protein [Arabidopsis thaliana]
NP_191641.1,NP_191641,False,False,False,0.915,antimicrobial,False,NP_191641.1 N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein [Arabidopsis thaliana]
NP_191681.1,NP_191681,False,False,False,1.089,antimicrobial,False,NP_191681.1 NAD(P)-binding Rossmann-fold superfamily protein [Arabidopsis thaliana]
NP_191685.1,NP_191685,False,False,False,0.188,defense_signaling,False,NP_191685.1 Remorin family protein [Arabidopsis thaliana]
NP_191703.1,NP_191703,False,False,False,1.331,antimicrobial,False,NP_191703.1 cysteine synthase C1 [Arabidopsis thaliana]
NP_191819.1,NP_191819,False,False,False,1.079,PR_proteins,False,NP_191819.1 DNAJ heat shock family protein [Arabidopsis thaliana]
NP_191837.1,NP_191837,False,False,False,0.549,defense_signaling,False,NP_191837.1 Calcium-dependent lipid-binding (CaLB domain) family protein [Arabidopsis thaliana]
NP_191890.1,NP_191890,False,False,False,0.996,cell_death_HR,False,NP_191890.1 Bax inhibitor-1 family protein [Arabidopsis thaliana]
NP_191946.1,NP_191946,False,False,False,0.81,cell_death_HR,False,"NP_191946.1 cytochrome P450, family 86, subfamily A, polypeptide 2 [Arabidopsis thaliana]"
NP_192008.3,NP_192008,True,False,False,0.976,defense_signaling,False,NP_192008.3 Transcription factor jumonji (jmjC) domain-containing protein [Arabidopsis thaliana]
NP_192034.1,NP_192034,False,True,False,0.474,defense_signaling,True,NP_192034.1 WRKY family transcription factor [Arabidopsis thaliana]
NP_192046.1,NP_192046,False,True,False,1.09,cell_death_HR,True,NP_192046.1 MAP kinase 4 [Arabidopsis thaliana]
NP_192124.1,NP_192124,True,False,False,1.527,cell_death_HR,False,NP_192124.1 ARM repeat superfamily protein [Arabidopsis thaliana]
NP_192139.1,NP_192139,False,False,False,1.155,PR_proteins,False,NP_192139.1 Plant invertase/pectin methylesterase inhibitor superfamily [Arabidopsis thaliana]
NP_192161.1,NP_192161,False,False,False,0.651,antimicrobial,False,NP_192161.1 glutathione S-transferase PHI 2 [Arabidopsis thaliana]
NP_192169.1,NP_192169,False,False,False,0.957,antimicrobial,False,NP_192169.1 Seven transmembrane MLO family protein [Arabidopsis thaliana]
NP_192173.1,NP_192173,False,False,False,0.39,defense_signaling,False,NP_192173.1 bZIP transcription factor family protein [Arabidopsis thaliana]
NP_192199.1,NP_192199,False,False,False,0.889,cell_death_HR,False,NP_192199.1 ERD (early-responsive to dehydration stress) family protein [Arabidopsis thaliana]
NP_192232.5,NP_192232,False,True,False,1.581,NBS_LRR,True,NP_192232.5 G-type lectin S-receptor-like Serine/Threonine-kinase [Arabidopsis thaliana]
NP_192358.1,NP_192358,True,True,False,1.651,RLK_defense,True,NP_192358.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 36 [Arabidopsis thaliana]
NP_192359.1,NP_192359,True,True,False,1.626,RLK_defense,True,NP_192359.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 37 [Arabidopsis thaliana]
NP_192360.1,NP_192360,True,True,False,1.612,RLK_defense,True,NP_192360.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 38 [Arabidopsis thaliana]
NP_192363.1,NP_192363,True,True,False,1.67,RLK_defense,True,NP_192363.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 39 [Arabidopsis thaliana]
NP_192366.1,NP_192366,True,True,False,1.663,RLK_defense,True,NP_192366.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 40 [Arabidopsis thaliana]
NP_192387.2,NP_192387,False,False,False,0.677,antimicrobial,False,NP_192387.2 mediator 21 [Arabidopsis thaliana]
NP_192429.1,NP_192429,True,True,False,1.616,RLK_defense,True,NP_192429.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 25 [Arabidopsis thaliana]
NP_192431.1,NP_192431,False,False,False,0.446,cell_death_HR,False,NP_192431.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_192588.1,NP_192588,False,True,False,0.576,defense_signaling,True,NP_192588.1 mitogen-activated protein kinase kinase kinase 9 [Arabidopsis thaliana]
NP_192590.1,NP_192590,False,True,False,0.949,RLK_defense,True,NP_192590.1 MAPK/ERK kinase kinase 1 [Arabidopsis thaliana]
NP_192625.4,NP_192625,True,True,True,1.593,RLK_defense,True,NP_192625.4 Leucine-rich repeat receptor-like protein kinase family protein [Arabidopsis thaliana]
NP_192626.1,NP_192626,False,False,False,1.318,antimicrobial,False,NP_192626.1 Arginase/deacetylase superfamily protein [Arabidopsis thaliana]
NP_192697.1,NP_192697,False,False,False,0.366,cell_death_HR,False,NP_192697.1 NDR1/HIN1-like 22 [Arabidopsis thaliana]
NP_192787.1,NP_192787,False,False,False,1.045,NBS_LRR,False,NP_192787.1 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Arabidopsis thaliana]
NP_192788.1,NP_192788,False,False,False,0.987,NBS_LRR,False,NP_192788.1 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Arabidopsis thaliana]
NP_192851.1,NP_192851,False,False,False,1.109,antimicrobial,False,NP_192851.1 RNA-dependent RNA polymerase 2 [Arabidopsis thaliana]
NP_192865.1,NP_192865,False,False,False,1.157,cell_death_HR,False,NP_192865.1 phosphatase-like protein [Arabidopsis thaliana]
NP_192867.1,NP_192867,False,False,False,1.364,cell_death_HR,False,NP_192867.1 1-aminocyclopropane-1-carboxylic acid (acc) synthase 6 [Arabidopsis thaliana]
NP_192885.1,NP_192885,False,True,False,1.542,RLK_defense,True,NP_192885.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 30 [Arabidopsis thaliana]
NP_192886.1,NP_192886,True,True,False,1.63,RLK_defense,True,NP_192886.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 31 [Arabidopsis thaliana]
NP_192887.1,NP_192887,True,True,False,1.596,NBS_LRR,True,NP_192887.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 32 [Arabidopsis thaliana]
NP_192888.1,NP_192888,True,True,False,1.669,NBS_LRR,True,NP_192888.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 33 [Arabidopsis thaliana]
NP_192902.1,NP_192902,True,False,True,1.59,PR_proteins,True,NP_192902.1 osmotin 34 [Arabidopsis thaliana]
NP_192913.1,NP_192913,False,False,False,0.503,defense_signaling,False,NP_192913.1 low-molecular-weight cysteine-rich 17 [Arabidopsis thaliana]
NP_192922.1,NP_192922,False,False,False,1.322,cell_death_HR,False,NP_192922.1 phospholipase D gamma 1 [Arabidopsis thaliana]
NP_192926.1,NP_192926,False,True,False,1.498,RLK_defense,True,NP_192926.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_192927.5,NP_192927,False,True,False,1.614,NBS_LRR,True,NP_192927.5 S-locus lectin protein kinase family protein [Arabidopsis thaliana]
NP_192938.1,NP_192938,True,True,True,2.408,NBS_LRR,True,NP_192938.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_192939.2,NP_192939,True,True,True,1.133,NBS_LRR,True,NP_192939.2 protein kinase family protein [Arabidopsis thaliana]
NP_192984.1,NP_192984,False,False,False,0.649,cell_death_HR,False,NP_192984.1 azelaic acid induced 1 [Arabidopsis thaliana]
NP_192985.1,NP_192985,False,False,False,0.763,cell_death_HR,False,NP_192985.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_192993.2,NP_192993,False,False,False,1.321,NBS_LRR,False,NP_192993.2 F-box and associated interaction domains-containing protein [Arabidopsis thaliana]
NP_193008.1,NP_193008,False,False,False,1.177,antimicrobial,False,NP_193008.1 MutT/nudix family protein [Arabidopsis thaliana]
NP_193055.2,NP_193055,False,True,False,1.541,RLK_defense,True,NP_193055.2 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_193063.2,NP_193063,False,False,False,-0.129,NBS_LRR,False,NP_193063.2 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_193065.1,NP_193065,False,False,False,0.742,NBS_LRR,False,"NP_193065.1 cytochrome P450, family 71, subfamily A, polypeptide 19 [Arabidopsis thaliana]"
NP_193067.3,NP_193067,False,False,False,0.674,NBS_LRR,False,"NP_193067.3 cytochrome P450, family 71, subfamily A, polypeptide 20 [Arabidopsis thaliana]"
NP_193142.1,NP_193142,False,False,False,0.615,antimicrobial,False,NP_193142.1 Polyketide cyclase/dehydrase and lipid transport superfamily protein [Arabidopsis thaliana]
NP_193144.1,NP_193144,True,True,True,1.627,PR_proteins,False,NP_193144.1 O-Glycosyl hydrolases family 17 protein [Arabidopsis thaliana]
NP_193173.5,NP_193173,True,True,True,1.791,NBS_LRR,True,NP_193173.5 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_193209.2,NP_193209,False,False,False,0.894,cell_death_HR,False,NP_193209.2 Bax inhibitor-1 family protein [Arabidopsis thaliana]
NP_193268.3,NP_193268,False,False,False,0.952,NBS_LRR,False,"NP_193268.3 cytochrome P450, family 705, subfamily A, polypeptide 1 [Arabidopsis thaliana]"
NP_193309.1,NP_193309,False,False,False,0.854,defense_signaling,False,NP_193309.1 Calcium-dependent lipid-binding (CaLB domain) family protein [Arabidopsis thaliana]
NP_193325.1,NP_193325,False,False,False,0.708,defense_signaling,False,NP_193325.1 pleiotropic regulatory locus 1 [Arabidopsis thaliana]
NP_193361.4,NP_193361,True,True,True,1.693,PR_proteins,False,NP_193361.4 Glycosyl hydrolase superfamily protein [Arabidopsis thaliana]
NP_193420.2,NP_193420,True,True,True,2.194,NBS_LRR,True,NP_193420.2 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_193421.3,NP_193421,False,True,False,1.429,NBS_LRR,True,NP_193421.3 Leucine-rich repeat (LRR) family protein [Arabidopsis thaliana]
NP_193424.2,NP_193424,True,True,True,2.168,NBS_LRR,True,NP_193424.2 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_193425.1,NP_193425,True,True,True,2.187,NBS_LRR,True,NP_193425.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_193426.1,NP_193426,False,True,False,1.13,NBS_LRR,True,NP_193426.1 Toll-Interleukin-Resistance (TIR) domain-containing protein [Arabidopsis thaliana]
NP_193427.4,NP_193427,True,True,True,2.297,NBS_LRR,True,NP_193427.4 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_193428.2,NP_193428,True,True,True,2.176,NBS_LRR,True,NP_193428.2 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_193432.4,NP_193432,True,True,True,1.713,NBS_LRR,True,NP_193432.4 disease resistance protein (TIR-NBS class) [Arabidopsis thaliana]
NP_193451.2,NP_193451,True,False,True,1.743,PR_proteins,False,NP_193451.2 O-Glycosyl hydrolases family 17 protein [Arabidopsis thaliana]
NP_193501.2,NP_193501,False,True,False,1.536,RLK_defense,True,NP_193501.2 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_193522.1,NP_193522,False,False,False,0.739,RLK_defense,False,NP_193522.1 Basic helix-loop-helix (bHLH) DNA-binding family protein [Arabidopsis thaliana]
NP_193570.1,NP_193570,False,False,False,0.995,antimicrobial,False,NP_193570.1 Aldolase-type TIM barrel family protein [Arabidopsis thaliana]
NP_193611.1,NP_193611,False,True,False,0.869,RLK_defense,False,NP_193611.1 receptor like protein 51 [Arabidopsis thaliana]
NP_193633.2,NP_193633,False,False,False,-0.77,defense_signaling,False,NP_193633.2 AtS40-3 [Arabidopsis thaliana]
NP_193639.2,NP_193639,False,False,False,0.599,cell_death_HR,True,NP_193639.2 ENHANCED DISEASE RESISTANCE 2 [Arabidopsis thaliana]
NP_193640.4,NP_193640,True,True,True,1.672,NBS_LRR,True,NP_193640.4 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]
NP_193641.1,NP_193641,False,True,True,1.088,NBS_LRR,False,NP_193641.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana]
NP_193685.6,NP_193685,True,True,True,2.036,NBS_LRR,False,NP_193685.6 nucleoside-triphosphatase/transmembrane receptor/nucleotide binding/ATP binding protein [Arabidopsis thaliana]
NP_193686.5,NP_193686,True,True,True,2.34,NBS_LRR,True,NP_193686.5 Disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana]
NP_193687.3,NP_193687,True,True,True,2.231,NBS_LRR,True,NP_193687.3 disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_193701.2,NP_193701,True,True,False,1.101,defense_signaling,True,NP_193701.2 NPR1-like protein 4 [Arabidopsis thaliana]
NP_193705.1,NP_193705,False,False,False,0.354,cell_death_HR,False,NP_193705.1 SBP (S-ribonuclease binding protein) family protein [Arabidopsis thaliana]
NP_193725.3,NP_193725,False,True,False,1.31,NBS_LRR,True,NP_193725.3 Toll-Interleukin-Resistance (TIR) domain family protein [Arabidopsis thaliana]
NP_193773.2,NP_193773,False,False,False,0.937,defense_signaling,False,NP_193773.2 JUMONJI 14 [Arabidopsis thaliana]
NP_193815.2,NP_193815,False,False,False,0.893,PR_proteins,False,NP_193815.2 FAD-binding Berberine family protein [Arabidopsis thaliana]
NP_193829.2,NP_193829,False,False,False,1.358,NBS_LRR,False,NP_193829.2 basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Arabidopsis thaliana]
NP_193855.2,NP_193855,True,True,False,1.669,RLK_defense,True,NP_193855.2 cysteine-rich RLK (RECEPTOR-like protein kinase) 27 [Arabidopsis thaliana]
NP_193869.1,NP_193869,False,True,False,1.585,NBS_LRR,True,NP_193869.1 receptor kinase 3 [Arabidopsis thaliana]
NP_193870.1,NP_193870,False,True,False,1.579,RLK_defense,True,NP_193870.1 S-locus lectin protein kinase family protein [Arabidopsis thaliana]
NP_193872.2,NP_193872,True,True,False,1.678,RLK_defense,True,NP_193872.2 cysteine-rich RLK (RECEPTOR-like protein kinase) 29 [Arabidopsis thaliana]
NP_193978.2,NP_193978,False,False,False,-0.51,cell_death_HR,False,NP_193978.2 protease inhibitor/seed storage/lipid transfer protein (LTP) family protein [Arabidopsis thaliana]
NP_194013.1,NP_194013,False,False,False,0.512,PR_proteins,False,NP_194013.1 A20/AN1-like zinc finger family protein [Arabidopsis thaliana]
NP_194041.1,NP_194041,False,False,False,1.228,antimicrobial,False,NP_194041.1 glutamate-cysteine ligase [Arabidopsis thaliana]
NP_194046.2,NP_194046,False,True,False,1.556,RLK_defense,True,NP_194046.2 cysteine-rich RLK (RECEPTOR-like protein kinase) 7 [Arabidopsis thaliana]
NP_194048.1,NP_194048,False,False,False,0.418,RLK_defense,True,NP_194048.1 receptor-like protein kinase-related family protein [Arabidopsis thaliana]
NP_194050.2,NP_194050,True,True,False,1.607,RLK_defense,True,NP_194050.2 cysteine-rich RLK (RECEPTOR-like protein kinase) 11 [Arabidopsis thaliana]
NP_194052.2,NP_194052,False,True,False,1.498,RLK_defense,True,NP_194052.2 cysteine-rich RLK (RECEPTOR-like protein kinase) 13 [Arabidopsis thaliana]
NP_194054.3,NP_194054,True,True,False,1.599,RLK_defense,True,NP_194054.3 cysteine-rich RECEPTOR-like kinase [Arabidopsis thaliana]
NP_194058.2,NP_194058,True,True,False,1.632,RLK_defense,True,NP_194058.2 cysteine-rich RLK (RECEPTOR-like protein kinase) 19 [Arabidopsis thaliana]
NP_194060.3,NP_194060,True,True,False,1.658,RLK_defense,True,NP_194060.3 cysteine-rich RLK (RECEPTOR-like protein kinase) 21 [Arabidopsis thaliana]
NP_194061.2,NP_194061,False,True,False,1.576,NBS_LRR,True,NP_194061.2 cysteine-rich RLK (RECEPTOR-like protein kinase) 22 [Arabidopsis thaliana]
NP_194062.1,NP_194062,False,True,False,1.558,RLK_defense,True,NP_194062.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 23 [Arabidopsis thaliana]
NP_194082.2,NP_194082,False,False,False,1.023,NBS_LRR,True,NP_194082.2 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_194088.1,NP_194088,False,False,False,1.043,cell_death_HR,False,NP_194088.1 phosphatase-like protein [Arabidopsis thaliana]
NP_194112.1,NP_194112,False,True,False,0.627,defense_signaling,True,NP_194112.1 WRKY family transcription factor [Arabidopsis thaliana]
NP_194149.2,NP_194149,True,False,True,1.466,PR_proteins,True,NP_194149.2 THAUMATIN-LIKE PROTEIN 1 [Arabidopsis thaliana]
NP_194154.1,NP_194154,False,False,False,0.282,defense_signaling,False,NP_194154.1 acyl-CoA-binding domain 3 [Arabidopsis thaliana]
NP_194177.2,NP_194177,False,False,False,1.228,cell_death_HR,True,NP_194177.2 CRT (chloroquine-resistance transporter)-like transporter 2 [Arabidopsis thaliana]
